filter_name,mappings
csw-fmc-org,192.168.11.33/32
csw-fmc-org,10.67.0.15/32
csw-fmc-org,10.128.0.18/32
csw-fmc-org,10.130.0.16/32
csw-fmc-org,10.244.3.1/32
csw-fmc-org,34.69.98.71/32
csw-fmc-org,172.16.102.10/32
csw-fmc-org,172.26.0.154/32
csw-fmc-org,10.0.23.12/32
csw-fmc-org,10.130.3.77/32
csw-fmc-org,192.168.108.38/32
csw-fmc-org,172.16.102.32/32
csw-fmc-org,10.67.1.35/24
csw-fmc-org,10.111.10.129/32
csw-fmc-org,34.69.98.91/32
csw-fmc-org,172.16.102.30/32
csw-fmc-org,172.26.0.110/32
csw-fmc-org,172.26.0.174/32
csw-fmc-org,192.168.11.31/32
csw-fmc-org,192.168.18.6/32
csw-fmc-org,10.0.23.16/32
csw-fmc-org,10.255.1.122/24
csw-fmc-org,10.67.0.171/32
csw-fmc-org,10.255.0.239/32
csw-fmc-org,172.26.0.246/32
csw-fmc-org,10.67.0.35/32
csw-fmc-org,192.168.10.11/24
csw-fmc-org,192.168.70.8/32
csw-fmc-org,192.168.11.30/32
csw-fmc-org,10.67.0.179/32
csw-fmc-org,10.110.0.72/32
csw-fmc-org,172.26.0.254/32
csw-fmc-org,192.168.70.10/32
csw-fmc-org,10.67.0.181/32
csw-fmc-org,10.110.0.74/32
csw-fmc-org,10.0.221.10/32
csw-fmc-org,10.67.0.185/32
csw-fmc-org,172.20.0.80/24
csw-fmc-org,192.168.3.14/24
csw-fmc-org,10.67.0.22/32
csw-fmc-org,34.69.98.78/32
csw-fmc-org,172.16.102.17/32
csw-fmc-org,192.168.2.105/32
csw-fmc-org,10.67.0.17/32
csw-fmc-org,10.128.0.20/32
csw-fmc-org,10.224.0.116/32
csw-fmc-org,34.69.98.73/32
csw-fmc-org,172.16.102.12/32
csw-fmc-org,192.168.73.11/32
csw-fmc-org,10.67.0.11/32
csw-fmc-org,10.129.0.13/32
csw-fmc-org,10.224.0.110/32
csw-fmc-org,34.69.98.67/32
csw-fmc-org,10.0.223.14/32
csw-fmc-org,10.0.140.194/32
csw-fmc-org,192.168.208.8/32
csw-fmc-org,172.26.0.242/32
csw-fmc-org,10.255.3.142/32
csw-fmc-org,10.0.67.184/32
csw-fmc-org,10.67.0.18/32
csw-fmc-org,10.142.0.7/32
csw-fmc-org,34.69.98.74/32
csw-fmc-org,172.16.102.13/32
csw-fmc-org,192.168.2.101/32
csw-fmc-org,192.168.73.12/32
csw-fmc-org,10.0.113.13/32
csw-fmc-org,10.100.5.253/32
csw-fmc-org,10.224.0.92/32
csw-fmc-org,172.26.0.68/32
csw-fmc-org,173.36.206.41/32
csw-fmc-org,192.168.3.12/24
csw-fmc-org,192.168.10.20/32
csw-fmc-org,10.130.3.12/32
csw-fmc-org,10.137.0.162/32
csw-fmc-org,172.20.11.36/32
csw-fmc-org,192.168.27.244/32
csw-fmc-org,192.168.208.9/32
csw-fmc-org,10.0.23.14/32
csw-fmc-org,10.0.1.10/32
csw-fmc-org,172.26.0.49/32
csw-fmc-org,192.168.16.7/32
csw-fmc-org,192.168.10.161/24
csw-fmc-org,10.130.3.11/32
csw-fmc-org,10.227.66.137/32
csw-fmc-org,172.20.0.62/24
csw-fmc-org,10.0.23.10/32
csw-fmc-org,172.20.0.20/32
csw-fmc-org,172.30.0.10/32
csw-fmc-org,10.67.0.6/32
csw-fmc-org,10.129.0.8/32
csw-fmc-org,10.130.0.7/32
csw-fmc-org,10.224.0.105/32
csw-fmc-org,172.26.0.145/32
csw-fmc-org,10.0.223.12/32
csw-fmc-org,10.1.1.50/24
csw-fmc-org,172.29.0.28/32
csw-fmc-org,192.168.108.17/32
csw-fmc-org,10.130.3.16/32
csw-fmc-org,10.190.24.137/32
csw-fmc-org,172.26.0.247/32
csw-fmc-org,192.168.208.13/32
csw-fmc-org,192.168.1.12/24
csw-fmc-org,10.67.0.177/32
csw-fmc-org,10.110.0.70/32
csw-fmc-org,10.110.0.134/32
csw-fmc-org,10.137.0.107/32
csw-fmc-org,10.244.0.0/32
csw-fmc-org,172.20.0.2/32
csw-fmc-org,172.26.0.252/32
csw-fmc-org,192.168.5.103/32
csw-fmc-org,10.67.1.0/24
csw-fmc-org,192.168.208.18/32
csw-fmc-org,10.67.0.30/32
csw-fmc-org,10.40.100.5/32
csw-fmc-org,192.168.4.9/32
csw-fmc-org,192.168.1.166/32
csw-fmc-org,172.26.0.63/32
csw-fmc-org,10.67.0.200/32
csw-fmc-org,10.120.215.10/32
csw-fmc-org,172.29.0.16/32
csw-fmc-org,192.168.77.6/32
csw-fmc-org,10.67.1.33/24
csw-fmc-org,10.0.3.12/32
csw-fmc-org,10.190.40.83/32
csw-fmc-org,34.69.98.94/32
csw-fmc-org,172.26.0.113/32
csw-fmc-org,172.26.0.177/32
csw-fmc-org,192.168.11.34/32
csw-fmc-org,10.42.0.0/32
csw-fmc-org,172.29.0.11/32
csw-fmc-org,10.137.3.132/32
csw-fmc-org,172.26.0.50/32
csw-fmc-org,192.168.108.36/32
csw-fmc-org,192.168.10.100/24
csw-fmc-org,172.16.102.54/32
csw-fmc-org,192.168.77.121/32
csw-fmc-org,192.168.15.10/32
csw-fmc-org,192.168.77.8/32
csw-fmc-org,192.168.108.7/32
csw-fmc-org,10.115.3.10/32
csw-fmc-org,172.26.0.34/32
csw-fmc-org,192.168.1.9/24
csw-fmc-org,172.16.101.14/32
csw-fmc-org,10.224.0.138/32
csw-fmc-org,34.69.98.86/32
csw-fmc-org,192.168.77.118/32
csw-fmc-org,172.16.102.51/32
csw-fmc-org,192.168.10.255/32
csw-fmc-org,192.168.16.5/32
csw-fmc-org,192.168.53.10/32
csw-fmc-org,192.168.108.33/32
csw-fmc-org,10.67.0.169/32
csw-fmc-org,10.130.3.13/32
csw-fmc-org,172.26.0.244/32
csw-fmc-org,192.168.208.10/32
csw-fmc-org,10.67.0.50/24
csw-fmc-org,192.168.1.4/24
csw-fmc-org,192.168.1.49/24
csw-fmc-org,10.190.0.118/32
csw-fmc-org,172.26.0.60/32
csw-fmc-org,192.168.4.6/32
csw-fmc-org,10.0.23.15/32
csw-fmc-org,10.67.0.5/24
csw-fmc-org,10.111.3.5/32
csw-fmc-org,192.168.51.50/32
csw-fmc-org,192.168.10.16/24
csw-fmc-org,10.67.0.14/32
csw-fmc-org,10.129.0.16/32
csw-fmc-org,10.244.3.0/32
csw-fmc-org,34.69.98.70/32
csw-fmc-org,172.26.0.153/32
csw-fmc-org,10.0.223.18/32
csw-fmc-org,172.26.0.47/32
csw-fmc-org,10.224.0.135/32
csw-fmc-org,10.130.5.10/32
csw-fmc-org,10.111.10.2/32
csw-fmc-org,192.168.19.10/32
csw-fmc-org,10.1.1.1/32
csw-fmc-org,172.29.0.38/32
csw-fmc-org,192.168.2.49/32
csw-fmc-org,192.168.3.18/32
csw-fmc-org,192.168.108.27/32
csw-fmc-org,10.120.213.10/32
csw-fmc-org,192.168.10.238/19
csw-fmc-org,192.168.27.184/19
csw-fmc-org,10.129.0.27/32
csw-fmc-org,34.69.98.81/32
csw-fmc-org,172.16.102.20/32
csw-fmc-org,10.128.0.48/32
csw-fmc-org,10.67.0.157/24
csw-fmc-org,10.120.213.18/32
csw-fmc-org,10.190.0.23/32
csw-fmc-org,10.255.8.94/32
csw-fmc-org,172.16.100.203/32
csw-fmc-org,172.26.0.221/32
csw-fmc-org,10.150.0.3/32
csw-fmc-org,10.0.113.17/32
csw-fmc-org,192.168.20.98/32
csw-fmc-org,10.67.0.153/32
csw-fmc-org,192.168.25.35/32
csw-fmc-org,10.255.1.201/24
csw-fmc-org,192.168.3.15/24
csw-fmc-org,10.67.0.146/32
csw-fmc-org,172.26.0.195/32
csw-fmc-org,10.130.0.46/32
csw-fmc-org,172.16.102.40/32
csw-fmc-org,192.168.12.12/32
csw-fmc-org,192.168.77.109/32
csw-fmc-org,10.0.23.18/32
csw-fmc-org,10.67.0.152/32
csw-fmc-org,192.168.25.34/32
csw-fmc-org,10.67.0.193/24
csw-fmc-org,172.29.0.29/32
csw-fmc-org,173.36.206.5/32
csw-fmc-org,192.168.1.71/32
csw-fmc-org,10.255.11.243/24
csw-fmc-org,172.16.102.53/32
csw-fmc-org,172.26.0.197/32
csw-fmc-org,192.168.1.7/24
csw-fmc-org,10.67.0.20/32
csw-fmc-org,10.224.0.119/32
csw-fmc-org,34.69.98.76/32
csw-fmc-org,172.16.102.15/32
csw-fmc-org,172.26.0.159/32
csw-fmc-org,192.168.2.103/32
csw-fmc-org,10.111.3.4/32
csw-fmc-org,168.63.129.16/32
csw-fmc-org,172.18.1.1/32
csw-fmc-org,10.128.2.34/32
csw-fmc-org,10.255.0.46/24
csw-fmc-org,172.20.0.81/24
csw-fmc-org,172.26.0.186/32
csw-fmc-org,172.16.102.42/32
csw-fmc-org,10.110.0.4/32
csw-fmc-org,192.168.208.24/32
csw-fmc-org,172.20.0.190/32
csw-fmc-org,172.26.0.184/32
csw-fmc-org,192.168.0.254/32
csw-fmc-org,192.168.12.10/32
csw-fmc-org,192.168.74.8/32
csw-fmc-org,192.168.77.107/32
csw-fmc-org,192.168.1.50/24
csw-fmc-org,192.168.10.12/24
csw-fmc-org,10.67.0.242/32
csw-fmc-org,10.255.4.122/32
csw-fmc-org,172.26.0.61/32
csw-fmc-org,192.168.4.7/32
csw-fmc-org,10.244.4.0/32
csw-fmc-org,172.17.0.1/16
csw-fmc-org,192.168.1.51/24
csw-fmc-org,10.67.0.135/32
csw-fmc-org,34.120.130.108/32
csw-fmc-org,10.255.1.94/32
csw-fmc-org,172.16.102.52/32
csw-fmc-org,192.168.77.119/32
csw-fmc-org,10.67.0.183/32
csw-fmc-org,10.110.0.76/32
csw-fmc-org,10.137.1.82/32
csw-fmc-org,10.189.160.221/32
csw-fmc-org,192.168.2.10/32
csw-fmc-org,192.168.20.28/32
csw-fmc-org,172.20.0.131/24
csw-fmc-org,192.168.18.5/32
csw-fmc-org,172.16.102.25/32
csw-fmc-org,10.110.0.6/32
csw-fmc-org,172.26.0.235/32
csw-fmc-org,10.139.6.184/32
csw-fmc-org,172.20.0.11/32
csw-fmc-org,172.30.0.1/32
csw-fmc-org,192.168.27.6/32
csw-fmc-org,192.168.10.10/24
csw-fmc-org,10.67.0.163/32
csw-fmc-org,10.67.0.155/24
csw-fmc-org,10.67.0.165/32
csw-fmc-org,10.67.1.70/32
csw-fmc-org,10.139.1.62/32
csw-fmc-org,192.168.208.6/32
csw-fmc-org,10.67.0.192/24
csw-fmc-org,10.129.0.9/32
csw-fmc-org,10.130.0.8/32
csw-fmc-org,10.130.2.202/32
csw-fmc-org,10.67.0.19/32
csw-fmc-org,34.69.98.75/32
csw-fmc-org,172.16.102.14/32
csw-fmc-org,172.26.0.158/32
csw-fmc-org,192.168.2.102/32
csw-fmc-org,192.168.11.15/32
csw-fmc-org,192.168.73.13/32
csw-fmc-org,10.255.12.109/24
csw-fmc-org,10.244.2.1/32
csw-fmc-org,10.255.8.108/32
csw-fmc-org,10.67.0.160/32
csw-fmc-org,10.40.100.95/32
csw-fmc-org,192.168.29.1/32
csw-fmc-org,172.16.101.16/32
csw-fmc-org,172.20.11.114/32
csw-fmc-org,172.26.0.65/32
csw-fmc-org,192.168.10.151/24
csw-fmc-org,10.0.3.15/32
csw-fmc-org,10.67.11.148/32
csw-fmc-org,10.255.8.53/32
csw-fmc-org,34.69.98.97/32
csw-fmc-org,172.16.102.36/32
csw-fmc-org,172.20.0.186/32
csw-fmc-org,172.26.0.116/32
csw-fmc-org,172.26.0.180/32
csw-fmc-org,172.20.0.65/32
csw-fmc-org,192.168.12.6/32
csw-fmc-org,172.31.8.168/32
csw-fmc-org,192.168.25.36/32
csw-fmc-org,10.96.3.1/32
csw-fmc-org,172.20.0.51/24
csw-fmc-org,10.101.2.48/32
csw-fmc-org,10.244.1.0/32
csw-fmc-org,172.29.0.24/32
csw-fmc-org,10.67.0.243/32
csw-fmc-org,172.26.0.62/32
csw-fmc-org,192.168.2.70/32
csw-fmc-org,192.168.4.8/32
csw-fmc-org,192.168.10.14/32
csw-fmc-org,10.67.0.154/32
csw-fmc-org,10.224.0.153/32
csw-fmc-org,172.26.0.59/32
csw-fmc-org,10.128.0.27/32
csw-fmc-org,192.168.108.88/32
csw-fmc-org,192.168.122.1/24
csw-fmc-org,10.120.213.14/32
csw-fmc-org,10.255.1.179/32
csw-fmc-org,172.20.0.71/24
csw-fmc-org,10.137.0.220/32
csw-fmc-org,10.139.0.218/32
csw-fmc-org,192.168.2.53/32
csw-fmc-org,192.168.53.8/32
csw-fmc-org,10.224.0.129/16
csw-fmc-org,10.244.1.1/32
csw-fmc-org,172.16.100.10/32
csw-fmc-org,172.29.0.25/32
csw-fmc-org,192.168.3.5/32
csw-fmc-org,10.224.0.158/16
csw-fmc-org,172.16.100.11/32
csw-fmc-org,172.29.0.26/32
csw-fmc-org,10.0.23.13/32
csw-fmc-org,10.67.0.34/32
csw-fmc-org,10.128.0.37/32
csw-fmc-org,10.255.2.40/32
csw-fmc-org,34.69.98.90/32
csw-fmc-org,172.16.102.29/32
csw-fmc-org,172.26.0.109/32
csw-fmc-org,172.26.0.173/32
csw-fmc-org,172.26.0.166/32
csw-fmc-org,172.16.102.22/32
csw-fmc-org,34.69.98.83/32
csw-fmc-org,192.168.77.116/32
csw-fmc-org,34.69.98.80/32
csw-fmc-org,172.16.102.19/32
csw-fmc-org,172.20.0.72/24
csw-fmc-org,192.168.25.33/32
csw-fmc-org,172.20.0.12/32
csw-fmc-org,192.168.27.7/32
csw-fmc-org,10.110.0.7/32
csw-fmc-org,10.112.0.5/32
csw-fmc-org,10.113.0.4/32
csw-fmc-org,10.129.0.52/32
csw-fmc-org,10.130.0.51/32
csw-fmc-org,10.139.3.205/32
csw-fmc-org,192.168.4.5/32
csw-fmc-org,10.139.7.17/32
csw-fmc-org,172.26.0.189/32
csw-fmc-org,192.168.12.15/32
csw-fmc-org,192.168.77.112/32
csw-fmc-org,10.67.0.174/32
csw-fmc-org,10.130.3.18/32
csw-fmc-org,172.20.0.255/32
csw-fmc-org,192.168.5.100/32
csw-fmc-org,192.168.70.5/32
csw-fmc-org,192.168.208.15/32
csw-fmc-org,10.129.0.56/32
csw-fmc-org,172.20.0.199/32
csw-fmc-org,172.26.0.193/32
csw-fmc-org,172.20.10.13/32
csw-fmc-org,172.26.0.105/32
csw-fmc-org,10.115.4.10/32
csw-fmc-org,192.168.15.79/19
csw-fmc-org,192.168.10.13/24
csw-fmc-org,10.0.113.16/32
csw-fmc-org,10.189.24.218/32
csw-fmc-org,10.224.0.159/32
csw-fmc-org,173.36.206.44/32
csw-fmc-org,10.0.25.10/32
csw-fmc-org,10.120.213.13/32
csw-fmc-org,172.26.0.216/32
csw-fmc-org,192.168.1.255/32
csw-fmc-org,192.168.44.10/32
csw-fmc-org,192.168.100.2/32
csw-fmc-org,10.67.0.255/32
csw-fmc-org,10.128.0.2/32
csw-fmc-org,10.129.0.1/32
csw-fmc-org,10.224.0.162/32
csw-fmc-org,192.168.4.20/32
csw-fmc-org,192.168.54.6/32
csw-fmc-org,10.67.0.162/24
csw-fmc-org,192.168.1.105/24
csw-fmc-org,10.110.0.38/32
csw-fmc-org,10.111.1.6/32
csw-fmc-org,10.120.213.17/32
csw-fmc-org,172.16.100.202/32
csw-fmc-org,192.168.1.3/32
csw-fmc-org,10.67.0.1/32
csw-fmc-org,10.0.21.10/32
csw-fmc-org,10.67.1.38/32
csw-fmc-org,10.255.3.0/24
csw-fmc-org,192.168.19.0/24
csw-fmc-org,172.20.0.194/32
csw-fmc-org,172.26.0.188/32
csw-fmc-org,192.168.0.2/32
csw-fmc-org,192.168.77.111/32
csw-fmc-org,10.96.2.1/32
csw-fmc-org,10.224.0.100/16
csw-fmc-org,192.168.15.0/24
csw-fmc-org,34.69.98.64/26
csw-fmc-org,192.168.2.0/24
csw-fmc-org,172.29.0.0/24
csw-fmc-org,192.168.253.0/24
csw-fmc-org,192.168.26.32/27
csw-fmc-org,10.128.0.4/32
csw-fmc-org,10.255.2.0/24
csw-fmc-org,173.36.206.0/24
csw-fmc-org,192.168.10.0/24
csw-fmc-org,34.120.130.104/29
csw-fmc-org,192.168.4.0/24
csw-fmc-org,192.168.27.0/24
csw-fmc-org,10.67.0.0/16
csw-fmc-org,10.40.0.0/16
csw-fmc-org,192.168.25.0/24
csw-fmc-org,192.168.0.0/16
csw-fmc-org,172.29.152.0/24
csw-fmc-org,10.130.1.0/24
csw-fmc-org,10.111.10.0/24
csw-fmc-org,192.168.1.0/24
csw-fmc-org,10.0.113.10/32
csw-fmc-org,172.20.10.220/32
csw-fmc-org,10.67.0.151/32
csw-fmc-org,192.168.50.5/32
csw-fmc-org,10.0.23.11/32
csw-fmc-org,192.168.108.8/32
csw-fmc-org,10.0.225.10/32
csw-fmc-org,10.0.252.61/32
csw-fmc-org,10.67.1.31/32
csw-fmc-org,10.128.2.3/32
csw-fmc-org,10.129.2.2/32
csw-fmc-org,10.255.0.194/32
csw-fmc-org,10.0.223.11/32
csw-fmc-org,10.1.0.104/24
csw-fmc-org,192.168.1.11/24
csw-fmc-org,10.40.100.1/32
csw-fmc-org,10.67.0.2/32
csw-fmc-org,10.128.0.5/32
csw-fmc-org,10.129.0.4/32
csw-fmc-org,10.130.0.3/32
csw-fmc-org,10.224.0.165/32
csw-fmc-org,192.168.3.16/24
csw-fmc-org,10.0.223.35/32
csw-fmc-org,172.26.0.236/32
csw-fmc-org,10.224.0.158/16
csw-fmc-org,172.26.0.56/32
csw-fmc-org,192.168.4.2/32
csw-fmc-org,192.168.108.42/32
csw-fmc-org,192.168.12.31/32
csw-fmc-org,172.20.11.254/32
csw-fmc-org,10.190.0.7/32
csw-fmc-org,10.129.2.6/32
csw-fmc-org,172.26.0.226/32
csw-fmc-org,10.150.0.2/32
csw-fmc-org,10.67.0.159/32
csw-fmc-org,10.67.3.2/32
csw-fmc-org,10.128.2.36/32
csw-fmc-org,10.130.1.65/32
csw-fmc-org,172.26.0.234/32
csw-fmc-org,10.67.0.158/24
csw-fmc-org,10.129.0.28/32
csw-fmc-org,34.69.98.82/32
csw-fmc-org,172.16.102.21/32
csw-fmc-org,10.0.5.10/32
csw-fmc-org,172.18.0.1/16
csw-fmc-org,10.189.16.184/32
csw-fmc-org,10.0.0.135/32
csw-fmc-org,10.129.0.6/32
csw-fmc-org,10.67.1.162/32
csw-fmc-org,192.168.2.20/32
csw-fmc-org,192.168.1.102/24
csw-fmc-org,10.224.0.145/32
csw-fmc-org,172.26.0.57/32
csw-fmc-org,192.168.4.3/32
csw-fmc-org,20.118.14.169/32
csw-fmc-org,172.29.0.12/32
csw-fmc-org,172.17.0.1/16
csw-fmc-org,10.10.10.5/32
csw-fmc-org,172.20.11.30/32
csw-fmc-vulnerable-automation-server,10.67.0.192/24
